Square_Feet,Bedrooms,Age,Price
8728,4,21,1315773
3520,1,38,479876
9487,5,8,1441316
4536,6,43,672113
5568,6,32,820185
5733,6,8,906018
817,2,44,59250
2896,1,10,412766
2662,6,23,428619
3245,3,4,492598
2091,5,48,278122
6683,4,38,949906
4430,3,30,633642
1812,5,41,231831
9977,2,23,1470689
4811,1,5,721676
7814,1,21,1148877
2883,5,6,452110
3739,3,49,500001
2639,4,17,406463
2204,2,25,309666
7424,5,24,1108808
862,2,22,105260
3104,1,13,460302
4786,6,17,746742
4238,6,14,659427
2969,4,34,429739
5295,2,26,769054
6650,5,19,1002521
1056,4,26,145492
9517,3,3,1460465
3308,6,2,542701
5650,5,28,837239
8061,2,2,1212626
3219,4,22,466781
7006,5,7,1080599
4241,4,4,650954
4498,4,49,635043
2903,4,38,391225
9280,2,39,1345586
794,5,20,109707
5843,1,6,886079
1636,1,9,254786
2564,2,31,336689
7509,2,26,1104058
5043,6,36,761475
1507,4,26,204273
5945,5,28,888693
5852,5,5,919315
9939,3,10,1510469
1935,3,18,298382
1071,1,15,121401
2882,3,33,381644
9937,3,5,1524523
5584,1,37,763112
777,6,40,113205
7559,1,22,1113948
2387,3,22,332672
1765,5,22,288201
7991,3,15,1197308
1540,4,17,253133
9609,4,45,1388997
8573,4,28,1270570
9577,6,22,1469617
3252,2,21,449533
8713,4,42,1272625
5069,5,17,758015
6853,6,5,1058810
2853,2,18,419568
7937,2,17,1184466
5299,4,4,818531
1186,3,7,190420
8976,1,25,1308531
5311,3,37,755528
9454,3,40,1359524
5846,2,40,835454
5543,2,43,772246
2928,6,9,470545
5626,6,19,873386
8720,2,9,1312584
9598,5,23,1450686
8313,5,31,1226548
3856,1,32,512725
9207,2,31,1337495
7766,4,17,1188046
7040,6,48,1003730
538,2,39,14384
3842,5,22,601190
9578,2,35,1401263
3344,5,30,481641
1598,2,40,167887
7527,4,37,1112658
2323,1,26,319074
3655,4,6,567169
3593,5,34,504676
6158,6,32,931416
4278,6,25,664727
3396,3,13,495243
1488,4,38,180954
4616,2,38,645253
6946,1,2,1030180
4679,2,5,717381
2182,2,11,335088
6126,4,11,924696
7924,1,24,1135167
1433,3,14,227161
4098,2,45,534000
2480,1,30,334150
3556,3,40,464655
9484,2,47,1360428
1291,1,44,102112
5890,4,35,851542
7135,6,21,1095810
2755,6,5,462282
4110,2,38,552650
2107,2,2,315421
5679,1,40,781663
7073,6,37,1034570
1484,2,49,127532
6276,3,34,904870
4176,2,11,614178
3880,6,36,573033
9211,5,11,1399954
9282,6,9,1422419
1550,3,6,244907
4133,1,34,546933
6842,3,47,944821
1459,5,37,193936
6559,5,32,950633
9384,2,12,1400398
6155,2,45,841805
4973,6,32,732717
3446,4,17,504003
8225,3,4,1241059
1026,6,42,143839
3724,4,33,521234
2375,6,43,349426
2263,5,48,285585
9212,2,43,1327844
6297,2,9,947495
9708,6,34,1467604
7599,2,39,1064439
5609,1,30,781381
7144,6,20,1081295
616,5,39,59927
2933,6,23,439672
5963,6,41,853291
1083,2,44,93181
9086,5,35,1323545
4288,6,23,669316
4667,2,48,633452
8965,3,39,1308499
1889,5,23,303819
8857,4,37,1288458
6654,1,23,954815
5920,4,39,868398
9420,5,28,1422324
2543,6,19,402788
4697,2,49,613937
3996,5,48,556572
1278,1,30,147875
713,5,21,125745
4262,2,24,628729
7231,4,21,1066451
3617,3,26,507963
6291,4,36,909315
9283,2,26,1351306
3220,2,33,448100
9405,1,36,1336937
9627,5,4,1491834
6547,5,9,1007855
8532,4,8,1291375
501,3,2,119896
6868,3,29,1010293
2449,1,23,320439
7232,2,6,1102254
8333,1,43,1176424
1417,5,36,178704
3674,6,46,521164
7514,6,21,1152986
589,6,22,113748
2209,2,9,349480
3541,1,34,462796
605,4,26,84141
9578,5,1,1493522
9119,6,36,1373722
2395,3,44,303249
6590,1,5,978012
9008,5,41,1328540
6582,5,22,989369
1134,3,4,176602
2425,3,48,309986
2556,3,2,413407
7417,6,16,1141521
3644,6,16,560637
1052,1,22,131161
9407,3,43,1349516
5883,4,1,934214
4411,5,15,692233
3889,3,24,554977
9799,5,4,1513443
8942,2,18,1325384
2930,2,17,428649
958,3,7,177452
707,5,45,62787
1399,2,10,192168
521,3,1,111464
9101,5,2,1426437
1394,3,49,151551
1014,6,22,153527
7794,5,32,1172471
5404,2,29,777230
8367,3,35,1228717
4609,2,17,684028
7679,3,12,1162949
2060,1,24,282634
1766,2,30,221746
4138,2,44,550585
9441,4,30,1388218
3927,6,20,606149
5280,2,42,746098
2427,5,7,407923
2856,3,42,377958
5290,1,38,738018
806,5,7,146080
8479,5,49,1220445
4165,5,30,618490
7557,5,12,1167272
1161,1,49,69900
5144,4,31,741481
9003,6,18,1374056
3420,2,46,437819
9774,5,43,1436577
9446,2,2,1441655
6736,2,33,970211
6578,5,11,1032397
852,4,34,98144
9594,2,16,1427756
7505,3,35,1092132
658,2,33,63731
1456,6,21,222213
2571,5,20,377374
9095,1,8,1339744
3953,2,26,559313
7175,4,33,1052062
1455,3,26,196687
6795,3,37,985774
2212,1,30,268960
5203,6,31,782043
7063,1,33,983734
9965,6,11,1550601
6131,2,41,858028
1894,5,5,312591
9961,4,2,1511050
5232,3,13,770259
4214,1,18,599780
1029,4,26,141655
3458,6,25,544001
8404,5,44,1235292
4091,3,14,634997
7395,3,5,1126439
9631,6,42,1408245
1025,5,2,198362
6977,3,4,1050471
501,5,12,118890
874,3,11,121487
5148,2,4,774930
2865,6,43,398580
2025,5,9,350514
2146,4,10,326725
513,2,27,28232
5099,4,6,786719
2778,6,15,442151
3655,3,42,507122
8821,4,31,1299055
4314,2,22,637219
3716,5,6,578098
8719,1,33,1251846
2613,4,29,370842
9944,1,21,1477678
4856,6,30,714590
6043,4,21,897616
5055,4,36,735939
7562,5,22,1155890
3874,3,46,530704
6930,2,20,1003421
3966,2,22,579891
3581,2,40,474393
1129,6,11,221665
769,3,47,63385
6224,1,31,896444
6397,2,40,896370
3932,1,13,576269
9972,3,18,1506225
6776,6,22,1013135
6395,3,17,942464
7615,5,38,1120218
7156,2,25,1060262
1075,6,32,141978
7529,5,15,1165847
6599,2,13,971091
9999,3,26,1475310
3692,3,11,552272
3678,4,13,580298
6552,4,33,953857
3234,3,37,435532
6616,3,38,960063
4068,1,1,617153
2703,1,39,334747
1890,5,27,266196
2242,4,36,313647
2425,4,32,340999
1119,3,41,115507
1774,3,15,269060
1456,5,31,204306
2439,6,6,396652
4453,6,25,693840
1468,6,49,197424
9735,4,18,1462283
781,1,22,98238
6762,6,31,1009827
1558,2,36,173664
4793,5,9,750648
5678,6,46,804106
7480,2,3,1145002
9700,6,33,1457682
1729,1,27,202941
9727,1,43,1366169
5085,6,1,822623
8967,2,44,1293329
3240,5,9,534596
2789,2,5,425299
1739,5,15,268501
5870,6,9,929396
625,5,45,65410
7973,3,28,1160320
9900,4,13,1514539
5842,4,24,855077
7851,1,45,1077763
7138,3,10,1061231
7070,4,42,1006214
3749,6,22,561760
9610,5,39,1402736
8095,5,22,1224858
6794,2,37,953424
7027,2,39,987209
6257,5,20,963044
2469,6,10,422457
1391,5,10,254066
4970,2,26,725335
7675,4,25,1130703
8820,1,28,1291833
9706,2,13,1457821
7312,6,15,1107733
8019,4,6,1241858
5112,4,12,763850
1698,4,19,262092
5738,3,32,838877
6589,3,11,1016234
6757,4,38,980401
8205,6,33,1215856
4219,5,2,665728
802,6,15,131092
1486,3,36,172267
4940,2,5,769731
5409,3,15,800897
3572,5,43,513953
3624,1,10,542168
8625,3,17,1294057
3791,6,34,544788
4533,6,24,679643
5605,4,10,852144
1203,4,30,164326
8633,4,3,1348045
1074,1,37,80453
6204,5,3,969805
8348,2,40,1176828
5708,6,5,916190
7424,6,28,1135695
4328,5,44,618823
3730,1,14,542933
988,4,39,100258
7614,5,11,1176624
3673,2,8,547043
2167,4,37,287734
4614,2,8,704798
4053,3,12,612934
8261,2,15,1224057
1500,4,19,219921
9542,3,48,1365702
1888,4,46,214282
5950,6,28,883574
4212,4,7,667130
1867,3,40,227673
8689,2,7,1289809
9513,6,30,1409751
954,1,18,125931
3272,1,24,449647
4226,1,6,612897
7732,1,4,1163825
5306,5,3,852279
2690,1,49,301884
9608,3,47,1370423
3375,1,6,495448
6092,4,26,916246
1940,1,44,226632
9427,2,38,1347432
6559,3,11,995970
7510,3,29,1113965
7617,6,20,1169500
9653,5,10,1487918
3489,4,26,494276
9718,3,48,1387435
6728,2,27,969423
6971,1,14,1044847
3363,3,36,457812
1677,2,12,267536
5260,1,23,756409
511,5,21,67047
5752,3,8,871251
4899,3,39,672664
8734,2,9,1314988
9635,6,24,1444772
5945,4,31,871919
7070,5,25,1060882
9696,4,17,1455988
8712,3,42,1248562
906,4,29,113477
9706,1,3,1460831
4931,5,21,737620
5743,4,8,904728
7042,1,14,1038345
7436,2,39,1053319
9406,4,16,1426571
4646,5,18,701249
640,1,31,30058
5382,4,11,808815
6512,2,38,904130
1463,4,20,233892
7651,1,46,1063395
9064,4,45,1298578
4110,5,4,655439
7394,3,20,1094364
7811,1,31,1126265
605,1,20,72915
6039,1,11,908730
7287,1,1,1099644
2637,4,44,343073
4945,5,18,737451
4030,2,39,559258
1786,5,44,245380
7552,1,33,1083783
4154,6,36,626184
7602,4,18,1163537
2859,6,47,409228
8605,4,31,1269486
9136,1,35,1296743
6941,4,39,998947
5547,1,38,767925
8727,5,15,1318378
5703,3,47,808928
2298,4,6,354725
5791,1,8,842755
5995,6,40,888620
6784,1,22,984443
7785,6,1,1225226
1800,4,13,264698
7369,2,24,1085793
9935,6,21,1527089
3597,1,45,461673
5116,4,43,721275
509,1,4,61647
6252,2,7,924008
6795,3,12,1024950
5315,2,13,793041
1572,5,44,185033
3725,4,16,548641
1816,2,6,296674
6199,3,14,913889
7307,1,48,1009723
7174,4,31,1073513
4183,6,36,623886
7727,2,37,1119435
3773,3,41,502136
7500,2,35,1055434
645,5,10,117269
5510,4,17,830530
3540,1,42,448355
982,3,30,111628
3679,2,44,469108
1749,4,7,275540
1130,2,18,155979
9353,4,19,1405777
3352,5,15,513547
1487,2,39,175967
8122,5,44,1190677
7827,6,22,1203198
9341,6,39,1386707
9660,3,42,1409405
1600,5,30,222479
7152,4,20,1076727
9132,3,32,1349092
7921,2,42,1123641
5516,2,25,778493
1269,4,23,195358
1843,1,5,256554
4858,1,41,654823
7280,2,30,1058936
7102,4,48,1007360
2849,1,39,363638
6199,5,27,930261
1741,2,42,214834
1625,6,37,223086
9882,5,7,1536224
7264,4,5,1111226
5601,6,15,853651
8343,5,42,1214300
572,1,8,95512
5972,1,9,888478
5689,6,11,887255
2972,3,22,413391
1207,2,34,126572
2304,6,35,331753
7204,4,13,1111440
4213,2,11,613522
5551,5,32,837396
2975,4,42,415311
4110,4,15,631997
4755,1,38,649492
7897,5,1,1213888
2235,1,46,249401
8758,1,24,1282690
8479,3,43,1211230
2928,1,40,380235
7926,2,22,1171017
9033,4,3,1371448
5749,1,14,849833
5791,6,2,910378
3317,2,32,452427
9924,5,48,1449303
4374,4,38,603188
4711,6,33,719699
1161,6,46,145329
3874,5,42,549111
9708,6,6,1497039
707,2,41,47675
3165,5,39,445231
2993,6,25,470703
7313,5,34,1078508
1132,5,11,194571
3583,1,46,466554
4219,1,37,581916
7623,1,41,1055511
2179,6,7,386091
736,4,46,54561
7946,2,48,1100957
4943,6,22,742739
7270,1,48,986721
6599,5,39,963485
9055,6,10,1397276
2868,5,21,425275
785,5,6,158128
648,5,49,64284
4537,3,1,702231
7049,4,34,1040934
7621,2,14,1146395
5395,2,36,742233
5780,1,27,835249
1512,3,9,250191
3285,6,6,551647
4225,6,31,631752
5076,2,17,737898
6282,4,43,879506
6757,5,36,984480
2908,1,21,394520
840,4,27,120014
3317,2,41,453496
2996,3,28,435217
6462,1,16,965426
5799,2,35,826602
8074,6,36,1183607
2189,1,35,272275
3767,2,45,511326
4906,6,19,761589
8953,6,21,1356188
1942,5,33,280107
9097,3,23,1368072
4937,5,6,767471
5935,2,32,837454
8935,4,22,1354534
4607,5,3,753617
1060,4,35,144697
9285,6,16,1425643
6048,2,42,824730
2326,3,25,340141
8129,4,17,1229647
8825,2,39,1255052
3638,4,13,540415
8193,5,28,1212483
8764,2,11,1299823
8342,5,10,1274721
7221,1,39,1022846
7502,2,24,1091366
4725,4,38,674326
3478,1,24,480285
7873,5,33,1147090
6407,5,17,993489
6597,4,44,928920
6156,1,36,870916
9484,6,35,1404622
4759,3,6,730178
8786,4,16,1308829
6401,5,45,903533
9825,2,28,1445182
5417,1,41,731661
8929,6,32,1355128
3030,3,26,444399
2460,2,11,370161
7545,1,25,1080573
1548,6,31,237632
6272,4,21,951889
3029,6,45,425403
3464,4,3,551047
7637,1,12,1135855
1463,6,40,182561
1036,3,46,100893
7840,6,41,1144985
7679,1,25,1094936
8467,2,17,1259514
9234,2,38,1346011
1345,6,36,176082
6277,6,36,948765
3536,4,19,515576
6447,1,44,871466
2994,4,2,473751
3219,3,17,469336
2384,2,30,316295
4849,5,47,664579
5679,5,10,863380
7110,1,35,1022065
6930,1,36,958863
7654,5,33,1149370
6988,1,1,1053036
5237,2,18,769838
7025,3,4,1078130
4350,3,47,588803
1189,4,27,151667
5675,2,25,804514
9148,1,28,1324515
5578,1,22,819710
5948,4,42,840893
1679,4,25,238416
9574,1,17,1416911
6906,1,44,971305
9091,2,12,1359506
7407,4,16,1126416
9300,2,37,1356138
2138,6,16,339338
6171,1,17,902466
7428,5,31,1102798
1882,5,15,292952
1903,6,13,316413
9511,1,40,1368873
3792,4,27,565824
9511,5,21,1418591
919,4,2,162237
5017,5,8,775074
3802,4,42,542159
8357,5,7,1307036
8370,4,10,1280779
6193,6,4,986975
1267,2,43,121686
2544,4,41,332877
2049,2,36,270540
6640,2,35,933539
4216,1,43,569253
4981,6,3,807961
8398,2,18,1250628
7048,3,46,982109
2793,2,43,361019
5337,4,24,809971
8258,2,32,1182733
7293,4,34,1056698
8138,4,2,1241766
8493,3,2,1291948
6507,2,10,969814
6042,2,23,894515
9592,5,15,1454658
6856,5,12,1072868
8933,1,43,1280061
7880,4,17,1185077
2885,3,18,417007
4768,5,14,720865
1171,2,17,177092
663,1,15,76184
9156,3,12,1368240
5092,6,16,783862
5295,2,32,737294
5298,2,23,750763
6536,6,38,966713
2855,4,34,407337
6387,4,34,928255
8461,5,16,1279614
6327,5,34,938182
9237,2,40,1342977
5219,2,7,803898
1093,5,33,131699
5339,6,4,868156
7894,5,43,1153692
3993,2,7,603401
6664,3,18,1001858
3172,2,4,503102
4700,3,49,649856
516,3,11,87021
3691,2,43,474227
892,1,20,103494
9116,5,11,1383663
6772,4,15,1023005
1071,2,46,76722
4131,3,17,601341
6672,2,34,954913
9812,5,48,1407753
7677,6,12,1172513
8933,3,42,1304704
4397,4,28,651419
8623,4,48,1228895
2779,4,35,404609
9480,6,8,1466185
7951,1,27,1137097
9406,3,22,1411599
1275,6,24,216890
7369,3,2,1119304
2747,6,31,407995
7588,6,22,1172494
578,1,1,87620
8580,3,14,1298984
7599,6,25,1135410
4426,1,36,597289
9547,2,36,1384315
7840,5,41,1131715
7583,6,3,1190518
6730,4,5,1028938
9723,1,1,1451693
5440,1,19,796629
3771,6,33,579244
3956,1,42,503485
8288,2,30,1222085
9099,1,12,1348240
8150,5,10,1257013
3211,5,34,464344
2168,4,16,328084
647,2,40,19926
6920,5,46,1002207
865,6,29,117306
5031,3,15,755141
5830,3,48,826509
6010,3,11,921725
9254,6,44,1378537
9464,1,34,1346999
6993,6,36,1030598
5939,1,30,851737
7011,3,35,1013454
8004,4,9,1233519
1746,4,18,274047
4339,1,19,622145
9051,3,39,1296547
2876,6,4,474676
3509,4,6,572603
9654,1,33,1377938
2327,6,32,342207
7479,3,16,1101994
9069,2,11,1352756
4785,3,22,710164
7410,3,36,1088248
9061,6,23,1382633
2696,6,26,403913
4247,5,31,631501
9343,5,29,1396122
6478,6,5,1014331
6107,6,38,914715
1269,2,25,172641
1280,2,34,145817
6803,3,12,1017882
4483,4,22,667401
9214,2,9,1372230
1021,3,20,146286
9627,1,29,1378609
8069,5,44,1167094
6284,4,29,935755
5083,3,45,703471
6446,6,27,969896
5441,1,17,785337
6767,5,5,1070952
7628,1,45,1062206
2961,3,13,444525
1185,2,42,123908
2660,5,15,402069
7531,1,15,1096136
5841,2,18,857789
538,4,2,132128
5375,3,23,799050
1756,3,43,213018
8197,5,13,1270770
2696,1,43,320269
7665,4,4,1165926
801,6,47,102604
8027,5,25,1210530
6881,6,11,1081650
1146,5,48,111137
9289,1,42,1325803
9353,4,12,1399740
4830,1,13,703254
7503,3,9,1130517
4037,6,45,572159
5058,2,38,710681
7079,3,6,1079413
8974,3,43,1279103
4582,6,43,668368
4683,5,10,716673
9152,3,23,1360704
4254,4,15,664934
2224,3,45,274346
1876,4,23,286804
9206,1,40,1312307
9394,5,37,1385793
2153,4,34,307964
2566,3,16,385021
522,5,45,44703
2960,5,41,403637
6426,4,47,898512
6751,4,32,999060
9996,2,38,1428560
7795,2,40,1123389
3800,5,46,515728
6779,6,5,1051088
9053,6,17,1390714
7853,2,22,1152414
4227,3,39,597993
6772,1,41,954638
6495,5,48,914169
9976,1,18,1487492
1014,2,28,103897
948,4,13,158667
6519,5,42,947586
5843,2,1,883471
8533,3,19,1255008
3020,5,34,424041
3581,5,4,597252
1928,6,43,244353
4467,4,3,721758
6945,5,41,1001771
9614,4,10,1469358
2659,2,28,378697
5632,3,34,806159
3047,3,39,415228
3479,5,47,470764
3149,5,19,471886
9005,2,42,1300498
3583,6,46,524898
1537,6,36,209036
3989,6,43,554734
8104,4,3,1240387
8044,6,23,1234734
3134,3,17,481806
4483,4,7,696096
2278,2,26,295887
8402,3,43,1192795
5610,3,18,825385
5689,1,46,770050
7878,2,46,1104718
1624,2,6,262028
1197,1,31,136621
2679,4,29,395172
5751,6,9,891764
9735,6,35,1436824
2429,6,17,395346
1513,6,12,269704
726,6,36,115197
7821,1,48,1070959
2328,2,24,318750
8409,4,10,1290599
6088,3,30,901299
2523,6,29,381863
5466,1,39,736587
6391,4,10,996775
1580,4,39,200123
5536,4,28,827495
3063,1,18,440885
3792,3,41,518422
4086,6,17,629185
4931,4,11,762577
7341,1,1,1094441
7143,2,17,1040572
4459,1,36,591726
661,1,36,36262
1093,1,46,71074
3890,4,9,587323
6497,1,45,911391
6854,2,28,982487
1163,4,48,135613
9824,2,33,1446419
1041,5,3,214394
5933,1,8,882930
5593,6,6,891174
1367,6,6,240171
9123,4,29,1332880
5969,6,37,869304
6756,4,12,1021281
9898,1,9,1473617
1669,3,41,195990
1330,3,49,123585
2151,2,19,310909
1636,1,17,224497
3310,6,48,443478
9167,1,44,1281382
1519,5,32,213887
5737,3,35,836331
1783,6,14,294539
1159,3,49,109334
2510,1,16,348508
9090,6,21,1379648
2233,2,12,314780
2625,1,24,338708
2671,2,34,358648
8766,6,8,1340440
3971,3,44,548327
9528,5,21,1446301
6124,4,48,849653
9191,3,8,1378320
8829,2,28,1278631
2597,1,16,365672
5568,6,10,857733
6897,3,15,1025306
3257,5,4,535624
4420,6,26,669802
8686,2,15,1310744
2400,6,36,355322
3110,6,32,459548
7400,1,43,1023876
1949,4,38,273405
9238,2,4,1392871
5517,1,41,740716
8499,4,9,1287216
6552,1,35,923058
2596,4,28,366383
9395,4,37,1380965
6904,4,47,992685
3831,1,9,574428
7962,6,2,1241690
5605,4,3,875674
3478,6,44,474407
3339,2,48,429898
3884,5,5,635415
1185,6,10,232432
8031,5,28,1196139
4783,4,15,724401
8236,5,14,1248852
8210,5,46,1198135
2119,4,23,324597
7368,6,13,1152996
1931,4,16,305583
9567,2,30,1409631
5213,3,40,750231
9935,1,8,1485437
5498,4,17,833653
662,4,30,93118
2474,5,17,391802
3791,2,35,504928
8961,5,1,1390186
1131,6,49,136233
1405,4,24,187458
2514,4,48,310576
8396,5,49,1196718
704,4,25,104869
1081,6,2,236777
6175,3,25,911004
9532,1,14,1431161
5847,1,39,809029
3143,1,33,400360
8517,3,17,1289572
2797,4,31,382003
1374,5,10,237281
6060,2,6,920365
1189,4,39,146676
4500,3,25,639177
1171,6,38,143079
8427,3,37,1233002
1671,1,30,216551
6091,4,34,870628
9635,1,18,1413023
6842,2,24,984474
1949,6,49,256146
3039,1,27,403727
4459,2,27,632572
6785,3,39,972305
5932,1,21,851362
4760,1,19,672546
2861,5,39,406408
6664,6,23,1005306
4170,6,39,616443
2253,3,48,274265
8600,5,44,1242352
2438,2,47,306197
9062,2,15,1338909
6476,3,43,928186
7088,6,2,1126428
9116,2,35,1306282
6804,3,20,1006868
7845,2,28,1126060
8375,4,15,1270713
9586,1,16,1407153
7133,6,33,1064354
1097,4,47,100377
3562,3,12,531238
2836,3,39,390462
1072,4,39,127954
8021,1,43,1114390
6671,1,20,990262
7597,5,29,1113135
2590,2,43,313041
7066,5,49,997327
5124,1,3,779347
2133,4,48,267146
2017,2,5,308170
4148,4,2,647233
2037,5,23,320620
3637,3,26,515749
7485,4,26,1103526
597,5,7,128277
4250,5,10,650431
9035,5,5,1390093
8674,3,47,1222799
8603,3,12,1297674
5913,3,32,860271
5166,2,42,698536
1110,3,31,116360
2227,3,22,315039
2354,3,17,366235
5555,4,20,848189
2824,3,20,429662
9869,2,43,1408151
9783,5,8,1511848
6274,4,47,871847
7019,1,34,1012010
2249,3,49,254588
1281,5,23,178984
8048,5,38,1187430
7323,4,28,1069566
2605,1,13,357678
4367,6,29,665229
7693,2,8,1160084
5476,6,11,878662
2613,5,47,362390
6379,6,45,915040
4470,5,18,688328
9759,6,25,1458200
7764,5,49,1130655
2077,5,22,313586
9703,4,45,1414150
2774,1,35,342710
5369,5,29,806770
7244,2,21,1069777
2926,2,7,452750
6046,3,12,932551
7352,5,36,1071970
3051,5,24,466797
6911,5,32,1038152
507,6,27,87456
8587,5,32,1255116
3055,5,32,429220
975,2,32,105600
5916,1,26,854635
9176,1,11,1348514
7739,3,46,1107004
7210,2,18,1084406
5500,5,39,805890
5154,1,5,774345
8578,4,16,1298926
6563,4,11,1018633
2785,4,35,380345
5723,5,48,820168
7471,5,11,1167868
4025,3,42,554893
3322,3,23,468464
5443,3,34,791090
7030,6,48,1006287
758,4,17,115624
782,5,10,147749
2398,4,18,343781
4635,3,44,620255
7129,5,8,1091758
3700,2,26,503334
5610,1,3,836603
7667,1,24,1117219
1112,3,3,201294
1187,4,38,145502
4190,2,2,650754
9304,5,35,1359497
2807,4,17,411698
7633,3,9,1146624
7009,4,36,1016516
6406,3,22,953610
3091,6,31,461620
7683,1,34,1078244
5748,1,24,833384
9266,4,9,1417459
5608,2,46,764544
4104,5,43,597965
1169,3,2,212567
4864,5,21,757418
7829,1,34,1101401
1783,2,27,230576
1423,2,37,143994
1625,5,7,272625
2029,1,22,254705
8938,5,4,1382692
4211,4,14,654724
8504,2,34,1210116
6774,2,23,992722
4364,4,44,588079
8333,1,42,1173288
7288,2,25,1070207
726,6,1,168736
764,6,48,87846
1145,6,15,184297
8044,3,32,1190291
6069,3,14,920480
3490,1,41,431959
3004,4,21,430836
9846,5,47,1433730
1087,1,7,139630
9677,5,36,1423989
4579,1,21,639565
3848,3,40,533307
6799,6,12,1061794
4331,4,15,671414
9933,3,15,1497517
8881,4,17,1356815
9672,5,34,1445225
2215,1,44,251492
6950,2,35,991324
5933,2,39,823848
1598,4,38,218180
7596,6,14,1169159
2826,6,5,476968
9587,4,30,1401719
6916,3,4,1053782
7480,2,15,1107436
7263,3,39,1040224
2174,5,35,322130
8450,2,45,1182138
9622,5,10,1456166
9415,1,2,1407501
6549,3,44,913298
1589,4,24,233228
5078,2,28,705887
9627,3,22,1442320
655,4,44,51212
9762,1,32,1420211
2458,2,31,325798
6844,5,19,1026008
6279,1,21,906529
6644,6,3,1034133
5563,4,6,846590
4330,2,32,622310
9546,2,2,1454518
9331,1,24,1362304
7159,2,45,1014625
941,4,27,121826
6540,1,9,959005
6425,5,13,973620
7858,1,14,1144604
5128,1,11,749173
6870,5,14,1034761
1448,6,16,243004
8679,4,10,1324927
6615,6,20,1016930
959,6,16,168712
8068,6,34,1204102
5146,3,16,789245
892,6,14,185353
2287,3,28,305934
7874,5,18,1178138
1638,4,26,246661
5241,6,38,781712
7918,2,7,1199765
6862,5,45,1001384
2954,3,34,396901
4174,4,47,573057
1877,1,49,176130
7201,4,45,1036694
3097,4,7,503004
641,6,33,81427
3159,6,35,476838
5096,3,39,697275
9531,3,21,1409304
6161,6,49,867346
6642,6,28,1003698
6126,2,32,869270
9287,2,44,1333567
8972,5,16,1372659
923,6,10,159697
7499,1,23,1093414
4749,2,48,623461
2250,3,15,338473
5257,4,43,757204
2467,5,6,388360
4588,2,33,632960
4678,4,39,661688
8289,4,12,1261393
3446,2,36,469844
5894,1,31,848414
8380,1,10,1265119
5575,5,34,822651
7730,1,41,1084881
2031,5,10,347914
3490,3,11,533569
7655,2,14,1121448
4993,4,3,768860
9835,5,33,1444734
1433,1,7,191526
1960,5,4,348821
3223,6,39,478446
785,5,48,77104
764,1,10,114829
7316,6,15,1119422
2262,6,16,348284
540,1,38,7660
6327,6,4,1006094
8759,2,4,1324701
1487,4,36,204349
8304,2,27,1205311
8289,2,22,1210577
6217,1,22,886578
3698,1,17,527645
5874,4,45,843957
5290,5,34,794003
7683,2,32,1114432
3024,6,6,517513
9777,4,33,1421842
2979,2,8,454730
5654,5,36,838638
1278,6,5,229259
1992,2,5,325349
1160,3,47,125159
1848,4,10,298739
9991,1,40,1421854
8351,2,7,1240902
7656,6,12,1201059
2544,6,30,371466
7868,4,25,1188197
4016,4,28,591200
9750,6,43,1424053
9668,6,13,1497031
5077,6,47,709337
1227,2,49,97776
7968,6,22,1195115
842,1,18,80392
1947,6,27,288984
7081,1,8,1066145
6817,2,6,1043019
1026,4,11,153577
7248,1,29,1047442
905,2,41,75642
8486,6,5,1325014
4240,2,7,658632
2346,6,22,374957
1978,2,47,240055
1271,4,4,234182
6025,1,32,839919
9270,4,19,1407066
693,3,45,54690
2507,6,33,360080
1685,1,1,251502
2894,4,46,369151
9802,1,41,1388889
4505,3,44,609145
7929,5,41,1150183
2761,6,8,438748
4236,6,32,625767
7216,2,30,1040828
5375,6,46,770892
9421,6,28,1418105
4878,4,41,679797
8315,6,32,1236457
3951,6,25,605210
8116,3,34,1182826
3300,3,33,439797
8833,1,13,1294663
5910,1,25,846904
1955,6,42,255161
7392,6,40,1072754
6308,2,39,872512
7296,1,44,1027275
5296,4,49,734840
5593,6,44,806778
1825,4,48,228648
5476,6,10,881270
9905,4,31,1459177
1659,5,44,220491
5150,4,11,792669
5487,1,25,797265
5197,6,46,729501
840,1,45,47954
4328,4,34,615027
2468,3,20,349165
1203,3,7,209546
5982,3,33,850285
6876,6,35,1034041
2300,2,29,309897
5963,5,12,906423
5412,4,5,839594
5148,2,12,755914
1355,3,29,156387
3366,4,35,492140
682,2,20,98342
3612,1,37,461073
6170,3,1,956127
4992,2,16,748993
6323,6,30,943601
2017,1,9,284705
5502,3,42,778041
1856,5,10,311348
4129,3,13,641480
4128,6,48,567836
8710,5,20,1334614
6632,5,29,998449
9824,5,4,1532576
7088,4,46,1028436
3811,4,49,495996
6548,5,28,970184
6746,1,37,928942
1487,5,13,240113
3821,2,3,587640
5115,5,37,759749
8865,4,48,1261052
4241,4,19,640026
3552,2,28,493094
7074,2,19,1025402
1226,3,17,178917
4260,1,18,593361
6306,1,18,938161
2375,1,23,317421
7493,6,40,1113277
4533,4,9,687042
5943,1,29,840387
1489,3,42,163167
4244,3,29,598379
9111,1,2,1357166
1093,2,17,169169
2274,3,45,291214
1435,2,31,167780
4308,4,28,619510
831,6,43,112931
8422,3,48,1201109
3202,2,39,424035
6389,1,30,895099
5554,4,35,810737
